,noteId,classification,summary
128,1727464245254574464,,"This app logs all of your messages in plain text to multiple services and stores data completely unencrypted. The authentication token was sent over unencrypted HTTP as well, making it vulnerable to interception.    https://arstechnica.com/gadgets/2023/11/nothings-imessage-app-was-a-security-catastrophe-taken-down-in-24-hours/"
129,1792853528274231768,,Es falso que Begoña Gómez esté procesada. Se inició un procedimiento y la Guardia Civil no encontró indicios de delito     https://elpais.com/espana/2024-05-21/la-guardia-civil-no-aprecia-indicios-de-delito-en-la-actuacion-de-la-mujer-del-presidente.html
130,1864869306213061026,,"El vídeo del departamento corresponde al sismo de Taiwan a principios de año, no es de California.  https://www.tiktok.com/@drsamtrang/video/7354779285279984942?lang=es"
131,1694930602317746242,,Satirisk bearbejdning af dette opslag: https://x.com/liberalalliance/status/1694683371895497141?s=46&amp;t=TAoUURWM-_iiRLVb8fAw5w
132,1826665980400893966,,Der er ikke behov for en fællesskabsnote. Det er trådstarters personlige holdning: https://youtu.be/dQw4w9WgXcQ?si=2XELSZOcy2RBpuw_
133,1586696152862396417,,This is false. https://www.cnn.com/2021/02/14/us/bill-gates-jennifer-vaccine-trnd/index.html
134,1586804530129387523,,&quot;Studies show about two-point-five million Americans are prescribed stimulants like Adderall or Ritalin.&quot; https://www.actionnews5.com/2021/07/12/best-life-adults-are-biggest-consumers-adderall-now/
135,1587437185246138368,,"This is not accurate. The attacker confirmed, himself, that he did not personally know his victims. https://twitter.com/oneunderscore__/status/1587167366168838147"
136,1590089391728386048,,Per Maricopa County: &quot;The vast majority of Vote Centers are seeing wait times under 30 minutes&quot;    https://twitter.com/maricopacounty/status/1590069416334880768
137,1590090122665541632,,"Per Maricopa County: &quot;The vast majority of Vote Centers are seeing wait times under 30 minutes, and whether by tabulator or secure ballot box, all voters are being served.&quot;     https://twitter.com/maricopacounty/status/1590069416334880768"
138,1597968869246877700,,The Maricopa County Board of Supervisors voted unanimously to certify the results of the 2022 election. Kari Lake lost her election. https://www.azcentral.com/story/opinion/op-ed/laurieroberts/2022/11/28/maricopa-county-election-certified-let-grifting-begin/69682663007/
139,1597969028777230342,,The Maricopa County Board of Supervisors voted unanimously to certify the results of the 2022 election. Kari Lake lost her election. https://www.azcentral.com/story/opinion/op-ed/laurieroberts/2022/11/28/maricopa-county-election-certified-let-grifting-begin/69682663007/
140,1597969157366095873,,The Maricopa County Board of Supervisors voted unanimously to certify the results of the 2022 election. Kari Lake lost her election. https://www.azcentral.com/story/opinion/op-ed/laurieroberts/2022/11/28/maricopa-county-election-certified-let-grifting-begin/69682663007/
141,1597969290216591367,,The Maricopa County Board of Supervisors voted unanimously to certify the results of the 2022 election. Kari Lake lost her election. https://www.azcentral.com/story/opinion/op-ed/laurieroberts/2022/11/28/maricopa-county-election-certified-let-grifting-begin/69682663007/
142,1597969467316862978,,The Maricopa County Board of Supervisors voted unanimously to certify the results of the 2022 election. Kari Lake lost her election. https://www.azcentral.com/story/opinion/op-ed/laurieroberts/2022/11/28/maricopa-county-election-certified-let-grifting-begin/69682663007/
143,1597969968162914310,,The Maricopa County Board of Supervisors voted unanimously to certify the results of the 2022 election. Kari Lake lost her election. https://www.azcentral.com/story/opinion/op-ed/laurieroberts/2022/11/28/maricopa-county-election-certified-let-grifting-begin/69682663007/
144,1597970141127606275,,The Maricopa County Board of Supervisors voted unanimously to certify the results of the 2022 election. Kari Lake lost her election. https://www.azcentral.com/story/opinion/op-ed/laurieroberts/2022/11/28/maricopa-county-election-certified-let-grifting-begin/69682663007/
145,1607817006312480771,,This photo was taken in 2015 and it's not in Jamaica: https://twitter.com/amacinto/status/1607624687470759940
146,1608078970301317121,,This image is digitally altered and wasn't tweeted by Elon Musk: http://www.twitter.com/elonmusk
147,1647209520987348994,,This is not a real tweet.  https://twitter.com/donlemon
148,1767166575562359250,,This isn’t the entire quote. Here is the full quote with context. https://x.com/benjamingoggin/status/1767163042280644941?s=46
149,1810127851527549207,,This isn't a real tweet and is marked as &quot;parody&quot; at the bottom of the screenshot. https://twitter.com/FaithRubPol/status/1810104561367183792
150,1819401036970242402,,Imane Khelif is a woman. https://www.espn.com/olympics/story/_/id/40702393/ioc-saddened-abuse-two-boxers-gender-paris-olympics
151,1828115766543024258,,This is untrue. https://www.pewresearch.org/short-reads/2024/03/25/what-the-data-says-about-abortion-in-the-us/
152,1830466239547809795,,This is a false conspiracy theory. https://en.m.wikipedia.org/wiki/Clinton_body_count_conspiracy_theory
153,1780710900649119992,,Aaron is repeating a well known Russian pysops campaign from the 1980s called &quot;Operation Denver&quot;    https://en.wikipedia.org/wiki/Operation_Denver
154,1803031419456758007,,"The ages of the children are seven, nine, and 14 respectively, as per original article.    Article: https://news.sky.com/story/police-searching-for-three-young-children-missing-after-day-out-at-thorpe-park-13154717"
155,1835474105216184666,,Ryan has stated that this isn't real.    Source: https://x.com/RyanAFournier/status/1835466227256287401
156,1712813665714405462,,Currently more than 4.1 million people from Ukraine benefit from the temporary protection mechanism. Data up to 31 July 2023.    https://www.consilium.europa.eu/en/infographics/ukraine-refugees-eu/
157,1776195220339576851,,The article is fake. No where to be found on the real politico website.     https://www.politico.com/search?q=Ukraine+
158,1838570875236340200,,Enligt länkarna nedan så stämmer inte uppgifterna i posten.    https://www.timesofisrael.com/liveblog_entry/38-children-were-killed-20-orphaned-on-oct-7-the-state-did-not-pass-the-test-of-protecting-them/    https://www.aa.com.tr/en/middle-east/unicef-raises-alarm-over-escalating-tensions-after-24-children-killed-in-israeli-airstrikes-in-lebanon/3339132
159,1740376777803907536,,"Probably Monica, 25, isn't a &quot;compatible profile nearby&quot; as the ad states.  It shows a user ID to imply that it is.   Caution should be exercised when interacting with Dating.com due to numerous reports of fake profiles and deceptive practices associated with the site.  https://www.bbb.org/us/md/baltimore/profile/online-dating-services/datingcom-0011-90354536/complaints  https://www.complaintsboard.com/datingcom-scam-c1339622"
160,1741995114191372559,,"El autor pide rectificación, sin embargo están probados vínculos entre dictaduras militares y la CGT. Por ejemplo fue Onganía mediante decreto ley 18610 de 1970, quién creó los aportes obligatorios a obras sociales que financian a los sindicatos a cambio de apoyo político.   https://chequeado.com/el-explicador/la-nueva-ley-de-prepagas-y-el-ordenamiento-de-los-actores-de-la-salud/  https://salud.gob.ar/dels/entradas/obras-sociales-antecedentes "
161,1742185396119756989,,"No es un verso. Los fuegos artificiales afectan a personas con autismo y perros. Personas con autismo experimentan dolor por ruido, y el 52% de los perros muestran miedo. Los ruidos fuertes pueden ser extremadamente disruptivos para ambos.  https://autismo.org.es/pirotecnia_autismo/  https://www.al.org.au/the-impacts-of-fireworks/  https://phys.org/news/2022-11-fireworks-evidence-distress-animals-case.html"
162,1751709805134111231,,"Deepfake de audio, voz sintetizada por IA, no debe tomarse como real.  https://en.wikipedia.org/wiki/Audio_deepfake"
163,1859582567764160789,,"They don’t actually provide three months free as advertised; instead, they offer the equivalent of a three-month discount on an annual subscription.      https://www.theinformation.com/subscribe?offer=bfcm-2024-749-organic-social%2Cbfcm-2024-299-organic-social%2Cbfcm-2024-yp-225-organic-social&amp;utm_campaign=Growth&amp;utm_content=Black+Friday+Cyber+Monday&amp;utm_medium=organic_social&amp;utm_source=twitter"
164,1854954205251092775,,"Successivamente la stessa Regione Veneto ha scoperto che in realtà il paziente è stato in Paesi tropicali, quindi non è un caso di malaria autoctona in Italia    https://www.ilpost.it/2024/11/08/smentita-caso-malaria-autoctono-italia/"
165,1858589441872552316,,I am Italian and my father was from Sicily. I can confirm that raisins are part of a traditional recipe with meatballs  https://www.buonissimo.it/lericette/3572_Polpette_con_uvetta    
166,1869865062950633881,,Il post è un fotomontaggio con il profilo di Salvini e lascia credere che Salvini abbia davvero potuto paragonarsi a Gesù cristo.     L'utente non fa intendere in nessun modo che è un suo scherzo. I commentatori sembrano infatti credere che sia un vero post di Salvini    Check https://x.com/matteosalvinimi
167,1854167844008923479,,"Nel post si parla di Ramat Trump e di Cisgiordania e Territori Palestinesi.    Il lettore non informato può inferire che Ramat Trump si trovi in Cisgiordania.    Ramat Trump si trova nelle alture del Golan, è conteso dalla Siria e non è collegato alla questione palestinese.    https://maps.app.goo.gl/6SepoRgXwKRDecNG6?g_st=ic"
168,1779469872826835086,,"The Office of National Intelligence is it's own agency within the National Intelligence Community and is not ASIO.     Bringing different perspectives, insights and ways of thinking together is required to protecting Australia    https://www.intelligence.gov.au/agencies  https://www.oni.gov.au/diversity-and-inclusion"
169,1647626345483055105,,User recently confirmed they were banned from Destiny 2 for leaking confidential information.    https://www.forbes.com/sites/paultassi/2023/04/15/the-alleged-destiny-2-leaker-is-a-well-known-streamer-and-he-denies-it-was-him/
170,1731169592318230536,,"These are single US episodes, not world-wide.  The All-In podcast is currently ranked #86 among all Apple podcasts in the US.  https://chartable.com/charts/itunes/us-all-podcasts-podcasts"
171,1853520799283781643,,There are no credible sources supporting this post. This post is part of a misinformation campaign associated with Musk. https://www.newsweek.com/elon-musk-promised-free-speech-twitter-hes-betrayed-it-again-again-opinion-1794478
172,1854527639790174612,,"Factually speaking, the left may struggle to find words because the right seems to hold all of them now. https://www.newsweek.com/donald-trump-victory-speech-full-transcript-1981234"
173,1873185388753199246,,Adrian Dittmann has a similar voice to Elon Musk. He has appeared on the same space as Elon &amp; spoke at the same time. He has never spoken with a voice changer    It is impossible to disprove this unless Elon and Adrian do a video together. However you can look at betting markets: https://manifold.markets/Ikajoh/is-adrian-dittmann-adriandittmann-o
174,1742344699736985755,,A Big Mac costs $5.79.    Source: https://www.tumblr.com/jeffgerstmann/738451262176100352/tired-of-all-this-online-misinformation-and?source=share
175,1727940249454534919,,I recall the PM being verbally attacked by the PC party in the house of commons using the fake news of the terrorist attack as spread by CNN's now very discredited news story.    https://youtu.be/SrXX1M_UmDs?si=jz7FZBuhNyyrLkHa
176,1732546036780978641,,"These are Mennonites; not Amish.    https://www.amishgazebos.com/amish-or-mennonite/#:~:text=Unlike%20the%20Amish%2C%20Mennonites%20are,outward%20practice%20of%20those%20beliefs."
177,1587346100863651840,,Most media bias analysts do not consider The Guardian to be far left or unreliable:  AllSides evalates the Guardian as “Leans Left”:  https://www.allsides.com/news-source/guardian  Ad Fontes evaluates them as “Skews left” and as “Reliable Analysis / Fact Reporting”:  https://adfontesmedia.com/the-guardian-bias-and-reliability/  MediaBiasFactCheck describes them as center-left:  https://mediabiasfactcheck.com/the-guardian/
178,1587843813006921728,,"Musk proposes to fight the visibility of spam by having posts ranked higher from those that pay $8 a month to be ‘verified’ as human. This will have no impact (by itself) on what you can say on Twitter, but it will result in deranking poorer people who cannot pay. https://www.cnbc.com/2022/11/01/elon-musk-lays-out-his-ideas-for-twitters-new-verification-system.html"
179,1588965624209756160,,Birdwatch / Community notes allows people to leave notes on Tweets. For a tweet to be seen by the public it needs to get wide support from different groups on Twitter. This means political disinformation generally goes unchallenged. https://techpolicy.press/researchers-explore-partisanship-in-twitter-crowdsourced-fact-checking-program-birdwatch/
180,1591186139624312832,,Twitter Blue was suspended the night before this tweet was published because of concerns about the impersonation of individuals and companies. https://www.cnbc.com/amp/2022/11/11/twitter-blue-subscription-disappears-from-app.html
181,1592169870031933440,,Musk says he’ll be working and sleeping at Twitter until the organization is fixed. He also states that he’ll be working at Tesla this week. https://twitter.com/elonmusk/status/1592159864268390400?s=61&amp;t=gzwdQs0xKN1X7_BTt9Vv0Q
182,1593427078120058880,,Mark Zuckerberg made $42.5bn from Facebook  https://www.bloomberg.com/billionaires/profiles/mark-e-zuckerberg/  Jack Dorsey is worth around $5bn:  https://www.bloomberg.com/billionaires/profiles/jack-p-dorsey/  Ev Williams is worth around $2bn:  https://en.wikipedia.org/wiki/Evan_Williams_(Internet_entrepreneur)  The Instagram founders are worth about $1bn:  https://www.theguardian.com/technology/2012/apr/10/instagram-founders-two-years-silicon-valley
183,1595639131572346880,,Musk here provides no context or figures to substantiate his claim. Other studies have found a rise in misogynist language and hate speech against LGBTQA+ people rising four times from before he bought the company. https://t.co/g6DKFh4ycu
184,1596580961528860672,,"Les Knight and the Voluntary Extinction Movement are a small and non-violent group. His views are not shared by liberal Democrats, who follow the scientific consensus that climate change is caused by human activity and we should reduce emissions to preserve a habitable planet.  https://www.pewresearch.org/science/2019/11/25/u-s-public-views-on-climate-and-energy/"
185,1608874675223896071,,"Andrew Tate has not been ‘swatted’, he has been detained as part of an investigation in Romania about sex trafficking and rape: https://www.bbc.co.uk/news/world-europe-64122628"
186,1608875890951200768,,"The US had 1,278,370 more deaths than normal since the country’s first COVID deaths. Over one million were explicitly recorded as COVID deaths. https://www.economist.com/graphic-detail/coronavirus-excess-deaths-tracker"
187,1608876324403265536,,Gift giving at or around the winter solstice likely predates Christianity in many places around the world https://www.english-heritage.org.uk/visit/inspire-me/why-do-we-give-gifts-at-christmas/
188,1638200327827779584,,The change was proposed by Republicans and only two Democrats voted to support it - Joe Manchin of West Virginia and Jon Tester of Montana. Every other Democrat voted against it. https://www.nytimes.com/2023/03/02/business/dealbook/esg-biden-white-house-congress.html
189,1675898718934163460,,This is a video of a building on fire in the United Arab Emirates from a week before the riots in France. https://www.nbcnews.com/video/video-shows-residential-high-rise-on-fire-in-united-arab-emirates-185206341612
190,1675900361746579456,,The cars in this video do not have French number plates. https://en.m.wikipedia.org/wiki/Vehicle_registration_plates_of_France    The location shown is in California. https://t.co/RE2HgYEl46 
191,1676614922535596032,,"The quote attributed to Mel Gibson is fabricated: https://www.reuters.com/article/factcheck-gibson-children/fact-check-fabricated-quote-about-child-sacrifice-falsely-attributed-to-mel-gibson-idUSL1N31R0UK    Allison Mack never said anything about the Clintons: https://www.politifact.com/factchecks/2018/may/01/newly-press/smallville-actress-didnt-confess-selling-children-/    Megan Fox has said she and Machine Gun Kelly drink each others blood as part of a ritual, although it is “just a few drops” https://www.cnn.com/2022/04/27/entertainment/megan-fox-machine-gun-blood/index.html"
192,1676615806120255488,,Fact-checking organizations have made it clear that Allison Mack did not confess to selling children to the Clintons:    • https://www.factcheck.org/2018/05/false-story-ties-sex-cult-to-clintons/  • https://www.politifact.com/factchecks/2018/may/01/newly-press/smallville-actress-didnt-confess-selling-children-/  • https://www.snopes.com/fact-check/allison-mack-rothschild-clinton/  
193,1681466255969251329,,The methodology for this metric is that the number of tweet impressions for posts containing one of 300 English language slurs are collated as detailed by Twitter Safety themselves below. The full study and the list of slurs included have not been published. https://twitter.com/twittersafety/status/1638256122942353422?s=61&amp;t=0LR-3nOzZplAsoFwLPiucw
194,1681544286448521218,,"The entire island of Manhattan consumes 50 twh of energy each year (see note below). It is extraordinarily unlikely that this one building consumers three times the entire energy used by Manhattan island each year. https://www.buildingcongress.com/advocacy-and-reports/reports-and-analysis/Electricity-Outlook-2017-Powering-New-York-Citys-Future/The-Electricity-Outlook-to-2027.html#:~:text=Annual%20energy%20consumption%20in%20New,year%20over%20the%20forecast%20period."
195,1685366640488165376,,"Americans will not need a visa, they will however need to provide information before they fly to the EU. This program is called ETIAS: https://travel-europe.europa.eu/etias_en    America has a similar process called ESTA for people coming to the US. It includes asking parents names and your social media accounts: https://www.nnuimmigration.com/esta-questions/"
196,1698032025066951079,,The US has no troops on the ground in Ukraine except for a few soldiers protecting the US embassy and supervising arms shipments.     https://thehill.com/policy/defense/3959333-leaks-stir-gop-outrage-over-us-troops-at-embassy-in-ukraine/  https://www.usatoday.com/story/news/factcheck/2022/11/14/fact-check-us-military-personnel-ukraine-inspectors-security/8262293001/
197,1698036085044174903,,The US inflation rate is currently at 3.2% and has decreased from its high of 9% every month of the last year. https://ycharts.com/indicators/us_inflation_rate
198,1698036894775554552,,"The US has added 800,000 manufacturing jobs during Biden’s presidency.     https://www.axios.com/2023/07/23/south-mountain-west-manufacturing-boom-biden#  https://www.jec.senate.gov/public/index.cfm/democrats/issue-briefs?id=B4CBB163-3B49-4A0B-AAF4-60C97A3DA5B6"
199,1698041365521915931,,"The US federal debt rose by $6,700,491,178,561.60 during Donald Trump’s four year term.   Joe Biden’s presidency has seen a rise of $2,499,993,043,258.10, which is only 37% of the increase under Trump.   https://www.investopedia.com/us-debt-by-president-dollar-and-percentage-7371225"
200,1698043312463327291,,Marjorie Taylor Greene has introduced seven resolutions to impeach Joe Biden since January 21st 2021. None have received more than seven Republican co-sponsors.   https://www.congress.gov/bill/117th-congress/house-resolution/57  https://www.congress.gov/bill/117th-congress/house-resolution/596  https://www.congress.gov/bill/117th-congress/house-resolution/597  https://www.congress.gov/bill/117th-congress/house-resolution/598?q=%7B%22search%22%3A%5B%22Impeach+biden%22%2C%22Impeach%22%2C%22biden%22%5D%7D&amp;r=9&amp;s=1  https://www.congress.gov/bill/117th-congress/house-resolution/1362  https://www.congress.gov/bill/118th-congress/house-resolution/420
